Text,Created At,Is Retweet,Language,User Location,"label (0:misinformation, 1: counter-misinformation, 2: irrelevant)","Is_Sarcasm (1: Not_Sarcasm, 2: Sarcasm)"
"@CNBC Impossible to self isolate from harmful effects of #5G  It will detrimentally effect ALL organic matter on the planet, from insects to plants to mankind (and of course that includes our kids)  #Coronavirus will be long died out whilst government and companies like #DISNEY kill us https://t.co/LSov6aFcbg",Tue Apr 21 06:47:15 +0000 2020,FALSE,en,"Wales, United Kingdom",0,2
"Apple has reportedly delayed a late-2020 refresh of the #iPadPro, one that would have been equipped with #5G and a Mini LED display, a schedule slip caused by #COVID-19 https://t.co/bQ7wJj1CY4 https://t.co/ahLhTHNvFH",Tue Apr 21 11:00:23 +0000 2020,FALSE,en,"Cupertino, California",2,2
Conspiracy theorists burn 5G towers claiming link to coronavirus https://t.co/SSlOB0jIQ9 https://t.co/SN3DrD0Om3,Tue Apr 21 08:16:00 +0000 2020,FALSE,en,North Carolina,0,2
COVID-19 isn't stopping Verizon's 5G rollout https://t.co/IUswFgHqqd https://t.co/ejW6lcQz4v #like #comment #ff #followfriday #followback #influencer #thankful #InternetDay #vibes #Thala61,Tue Apr 21 06:22:03 +0000 2020,FALSE,en,"Gujarat, India",2,2
#Factoftheday .@ABIresearch says coronavirus will cause manufacturing delays and reduce demand for AR smartglasses.  #IoT #AI #machinelearning #bigdata #cybersecurity #blockchain #digitaltransformation #infrastructure #5G #cloud #sustainability #futureofwork https://t.co/wgbRdQn7gF,Mon Apr 20 19:01:33 +0000 2020,FALSE,en,"Carol Stream, IL",2,2
5G technology conspiracy lacks logic and evidence to spread #COVID19 virus. Remember facts only fight and cure virus  period.  #FakeNews #misinformation,Mon Apr 20 12:36:12 +0000 2020,FALSE,en,"Port Moresby, PNG",1,1
The UK Just Dumped China's Huawei in 5G Tech Roll-Out — Citing its Lies Over #SARSCoV2 / #COVID19: https://t.co/IfDUkrMczB,Mon Apr 20 20:50:47 +0000 2020,FALSE,en,The cloud ☁,2,2
"@ms_duckworth @tholm4 @OOOOOOOhlife Tesla tower ball depicting a 5G tower for sure. The other may be a coronavirus symbol, not sure. But I see 8 + 6 + 1 in that Symbol. Also similar to a ""UFO"". https://t.co/3Xs8o7kkQs",Mon Apr 20 23:28:05 +0000 2020,FALSE,en,Not a ball,1,2
"Decent article debunking 5G links to #covid19  From a #firesafety perspective, have reviewed proposals from the three main telecoms providers &amp; forced robust FRAs + RAMs   Coronavirus: The 5G conspiracy theory just won't go away - here's why it's nonsense https://t.co/TkLJ3MfBiN",Mon Apr 20 14:49:22 +0000 2020,FALSE,en,"London, England",1,2
Next clue: Many people had been initially misdiagnosed as having vaping-related lung disease. Bureaucratic secrecy and perverse policy incentives were covering the truth of strange pneumonia aka #COVID19 - Bioweapon &amp; 5G-coronavirus conspiracy theories are used for distraction.,Mon Apr 20 18:59:06 +0000 2020,FALSE,en,Everywhere,1,2
If you hear anyone spout 5G conspiracy nonsense - point them towards this article. #coronavirus #5GCoronavirus https://t.co/Da2Ii5kKZK,Mon Apr 20 13:55:31 +0000 2020,FALSE,en,Middle Earth,1,2
I’m all for the UK dropping Huawei 5G network...  ...but not because of coronavirus. Seriously the 2 are not linked in any way 🙄🙄,Mon Apr 20 07:40:20 +0000 2020,FALSE,en,Jailbreak $3000 Apartment ,1,1
@AnnParTRUMP2020 Oh believe me there are some real winners out there who actually believe that the 5g technology caused the Coronavirus. I have worked in a lab that has been testing and developing 5g frequency technology for past few years. No problems yet. Lol. Pure stupidity.,Mon Apr 20 21:46:41 +0000 2020,FALSE,en,,1,1
Some still believe that 5G antennas caused the outbreak of coronavirus https://t.co/ZeFAx74Fkp https://t.co/1BlEWMwBcV,Mon Apr 20 22:45:25 +0000 2020,FALSE,en,New Zealand,1,1
@GonicUK @LonelyGoomba Apparently some idiots believed those 5G conspiracy theories and burned down towers in england to “protest coronavirus”. Like how brainded do you have to be to blame a virus that mutated like viruses do on technology that just got devoloped and has no scientific proof of harm.,Mon Apr 20 12:37:48 +0000 2020,FALSE,en,"des moines, IA",1,2
"@Lunamarina34 the current conspiracy theory is that the corona virus is actually man made and is a byproduct of 5G internet towers, because ludites never die",Mon Apr 20 17:52:48 +0000 2020,FALSE,en,She/Her,1,1
"#5g may not cause #coronavirus, but I would prefer it's rollout be delayed while its effects are actually studied in humans https://t.co/TkWOh0Frk2",Mon Apr 20 05:31:04 +0000 2020,FALSE,en,,2,1
@davidicke You believe coronavirus is because of 5g,Mon Apr 20 17:27:26 +0000 2020,FALSE,en,Workington,0,2
POTRAZ Says There Is No Link Between 5G And Coronavirus https://t.co/vSB3LCjb3P via @ZimEye,Mon Apr 20 08:39:11 +0000 2020,FALSE,en,Global,1,2
@Frank_IMC China 🇨🇳 is a corrupt entity. So is their 5G and the novel coronavirus they intentionally spread to the whole world,Mon Apr 20 19:18:40 +0000 2020,FALSE,en,Nigeria,0,1
@INTERRO These are the same people who think 5g towers causes the corona virus,Mon Apr 20 16:42:53 +0000 2020,FALSE,en,Nimmerland,1,2
#waqarzaka The spread of coronavirus conspiracy theories is having real-world consequences. A recent attack on U.K. telecommunications infrastructure is linked to existing COVID-19 ant-vaccine  and anti-5G rhetoric.,Mon Apr 20 02:07:15 +0000 2020,FALSE,en,worldwide,1,1
"No, 5G Is Not Causing Coronavirus (or Anything Else) #5G #conspiracy-theories #Covid19 #health https://t.co/CxGHrSJS9k",Mon Apr 20 15:00:31 +0000 2020,FALSE,en,New York,1,1
5G is the cause of Covid-19 and that it’s going to kill us all,Mon Apr 20 21:31:12 +0000 2020,FALSE,en,"Coral Gables, FL",0,2
"Madness that they have to spend time refuting this, but for those who may believe a conspiracy - check the wavelengths below. #science #5g #Coronavirus https://t.co/mFK19UxPGL",Mon Apr 20 10:40:41 +0000 2020,FALSE,en,Newcastle upon Tyne,1,1
"This is my Dad's friend talking about a COVID19 study, now compare this to the gammons on Facebook talking about how 5g causes Corona Virus.  This is how far away they are from the people  who know what they are talking about. https://t.co/82JQBndugN",Mon Apr 20 20:20:03 +0000 2020,FALSE,en,"Stuttgart, Germany",1,2
No scientific basis between 5G and COVID-19 pandemic - ITU   https://t.co/vylSqyb4bf,Mon Apr 20 09:04:24 +0000 2020,FALSE,en,Nigeria,1,2
The wild theory linking 5G with coronavirus has seen engineers assaulted and masts destroyed in the UK. 5G networks mean faster speeds and overly positive for AI and Blockchain adoption. https://t.co/iKSNDUwumJ,Mon Apr 20 07:12:04 +0000 2020,FALSE,en,,2,2
anyone who thinks 5G has caused covid-19 is an absolute moron,Thu Apr 23 12:27:28 +0000 2020,FALSE,en,,1,2
Of course wrong! #5G #coronavirus #COVID19 #COVIDIOTS! https://t.co/qo8bcJhOYg,Thu Apr 23 14:58:11 +0000 2020,FALSE,en,"Irvine, CA",1,2
"5G does not spread covid-19,Steam inhalation is not cure and skin colour can not protect from catching the  virus. False claims circulating on social media. Health claims debunked -👇   https://t.co/E1CiyHADNy",Thu Apr 23 14:35:28 +0000 2020,FALSE,en,"Gurez, Jammu And Kashmir",1,2
"#Covid_19 is biological, has nothing to do with 5G - Institute of ICT Professionals #Ghana - https://t.co/oDMDgysuv7 https://t.co/dpp1cL1SUR  @IIPGH1",Thu Apr 23 12:33:02 +0000 2020,FALSE,en,Ghana,1,2
"People who think that 5G has anything to do with COVID-19 are so dangerously stupid, they should be prevented from breeding. The risk of congenital idiocy is to high.  BBC News - Coronavirus: 'Murder threats' to telecoms engineers over 5G https://t.co/7obvt7qaR1",Thu Apr 23 16:01:03 +0000 2020,FALSE,en,"South East, England",1,2
COVID-19 is certainly taking its toll but @SA_Update see positive signs for 5G in spite of the current pandemic. Find out more from @advancedtv: https://t.co/kA2cgPLAz5  #COVID19 # coronavirus #5G #tech https://t.co/9McrxijwXj,Thu Apr 23 13:08:40 +0000 2020,FALSE,en,London,2,1
If one more person saying covid19 isn’t real and it’s actually 5G killing us 😴😴😴 I’ll slap you,Thu Apr 23 19:47:43 +0000 2020,FALSE,en,,1,2
"TAC Afternoon Edition @Eric_Peterson_: ""Blaming 5G for the spread of COVID-19 isn’t just wrong; it’s also hampering the opportunities we have to harness this technology to mitigate some of the worst effects of the virus."" https://t.co/bGxcZlT7MI",Thu Apr 23 18:55:05 +0000 2020,FALSE,en,"Washington, DC",1,1
@gemmaod1 Says the one who thinks 5G causes Covid-19,Thu Apr 23 19:28:58 +0000 2020,FALSE,en,"Dublin City, Ireland",0,2
COVID-19 is a mutant killer virus of the 5G wireless radiation era. https://t.co/R26WUbZY1e,Thu Apr 23 15:44:53 +0000 2020,FALSE,en,Zambia,0,2
Being in QAnon means believing both that coronavirus isn’t real AND is totally caused by 5g cellphone towers.,Fri Apr 17 01:56:56 +0000 2020,FALSE,en,,0,1
How a 5G coronavirus conspiracy spread across Europe  -  Spate of arson attacks on cell towers fueled by disinformation over pandemic origins. https://t.co/e0l3UlnQqh,Fri Apr 17 04:22:44 +0000 2020,FALSE,en,"Oami, Chiba, Japan",1,1
How a 5G coronavirus conspiracy spread across Europe #coronavirus  https://t.co/Z2ENMxq1Mo,Fri Apr 17 11:27:24 +0000 2020,FALSE,en,Deutschland,1,1
"Anyway, This is one of the dumbest conspiracy theory i have heard about the Coronavirus. Someone even go this far to show the correlation that exist between the countries that obtain the 5G technology and have also coronavirus.  But, They really forgot that correlation between... https://t.co/rt8qaIQ21i",Fri Apr 17 14:28:43 +0000 2020,FALSE,en,Haiti,1,2
#Poland's 5G auction delayed due to coronavirus https://t.co/5DqU4fKs6R https://t.co/Df3YcvG6qS,Fri Apr 17 12:50:19 +0000 2020,FALSE,en,,2,2
ETTelecom | Poland's 5G auction delayed due to coronavirus https://t.co/0wzHLMXaGu,Fri Apr 17 15:30:11 +0000 2020,FALSE,en,"Film City, Noida",2,2
BBC News - Coronavirus: Scientists brand 5G claims 'complete rubbish' https://t.co/VmAaCB4khx #COVID19 #Coronavirus #5GCoronavirus,Fri Apr 17 03:13:30 +0000 2020,FALSE,en,NY,1,2
"Corona virus 5G conspiracy theory, attack on engineers also launched https://t.co/sH4om8EKrc",Fri Apr 17 05:18:44 +0000 2020,FALSE,en,,1,2
Broadband engineers threatened due to 5G coronavirus conspiracies - The Guardian #WomenInTech  CC:@WomenInTech https://t.co/zdlATOSUWO,Fri Apr 17 09:08:03 +0000 2020,FALSE,en,"Marseille, France",2,2
@pointlesslettrs Clapping counters the 5g's coronavirus inducing effects or something.,Fri Apr 17 16:59:20 +0000 2020,FALSE,en,,2,2
"#CoVID19 strains alone are NOT causing ""#CoronaVirus #Pandemic""  #5G alone is NOT causing ""#CoronaVirus #Pandemic""  But #CoVID19 &amp; #5G deployed TOGETHER is causing ""#CoronaVirus #Pandemic""  #ElectroPoration thru #5G &amp; #CoVID19 strains is killer of 1000s  https://t.co/r0gfOPyxuP .",Fri Apr 17 02:50:32 +0000 2020,FALSE,en,#9ll=#NWO #Nuclear #FalseFlag!,1,1
"5G coronavirus conspiracy theory that led to arson attacks on cell towers is being pushed by Russia, security officials fear (Business Insider) #NewsPicks https://t.co/tfAjMTXxq3",Fri Apr 17 18:46:08 +0000 2020,FALSE,en,,1,2
@benshapiro That’s because he knows it’s not the coronavirus...it’s the fucking 5G. Someone please report about this...please.,Fri Apr 17 22:41:44 +0000 2020,FALSE,en,,0,2
"@seye_oyekunle @ordinarycitiz @Proud_Zara You're the type that ran with that 5g causing coronavirus nonsense. That thing for your information, can't protect you against virus. Viruses are so tiny they can only be seen with electron microscope. Stop believing nonsense. Only if you want that thing for fashion.",Fri Apr 17 16:29:54 +0000 2020,FALSE,en,Enugu,1,2
@TargetedColora1 @Trydwr 1. This photo has no context whatsoever. 2. You could be anywhere and that device could measure anything.   To blame 5G for Coronavirus is extremely dangerous.,Fri Apr 17 04:21:07 +0000 2020,FALSE,en,"Cardiff, Wales",2,1
Fears around coronavirus have amplified a baseless and dangerous 5G conspiracy theory https://t.co/QBpvyHMASA,Fri Apr 17 21:52:47 +0000 2020,FALSE,en,"ÜT: -33.927752,18.428712",1,2
BBC News - Coronavirus: Scientists brand 5G claims 'complete rubbish' https://t.co/tkEYD5MVaP #5GCoronavirus #5gconspiracy #5guysaweek,Fri Apr 17 04:18:56 +0000 2020,FALSE,en,Somerset Uk,1,2
4 compelling reasons why 5G cannot spread or make coronavirus #consumerTechUpdate  https://t.co/h71cqEQdM3 via @PodcastAddict https://t.co/U4Rdo0kOf9,Fri Apr 17 19:55:03 +0000 2020,FALSE,en,"Enid, OK",1,1
Poland is the latest European country that has been forced to delay its #5G auction because of the #coronavirus pandemic.,Fri Apr 17 14:59:38 +0000 2020,FALSE,en,,2,2
Where are these crazy people in the Netherlands coming from that say that 5G 'causes the corona virus'. They've been destroying 5G towers for no apparent reason. Insane.,Fri Apr 17 06:50:54 +0000 2020,FALSE,en,The Netherlands,1,2
"Wow, so 5G really did cause #COVID19 https://t.co/2ewus6qG54",Fri Apr 17 19:56:36 +0000 2020,FALSE,en,Zanzibarland,0,2
Vandals set 50 cellphone masts in the UK on fire because of a conspiracy theory linking the coronavirus with 5G https://t.co/g4NXF5vab9 @HiddenMountain7 #flatearth @BIFrance,Fri Apr 17 01:33:41 +0000 2020,FALSE,en,@HiddenMountain7,1,1
A 5G coronavirus conspiracy spread across Europe #COVID19 #COVID19US #coronavirus #COVID2019 https://t.co/9rmj3NXa2H,Fri Apr 17 12:51:11 +0000 2020,FALSE,en,"San Francisco, CA",1,1
5G coronavirus conspiracy theory and arson attacks on cellphone towers pushed by Russian bots https://t.co/FCLidp0gHP,Fri Apr 17 13:40:19 +0000 2020,FALSE,en,,1,1
anyone have any good resource on countering the 5G causing #covid19 conspiracy theories? #ConspiracyTheories #5GCoronavirus,Fri Apr 17 07:36:15 +0000 2020,FALSE,en,,1,1
"PSA: #5G has nothing whatsoever to do with the spread of the #coronavirus. On this point, one would hope that true detectives would have high fidelity to science; it's not helpful for celebrity kingpins to say anything to further this conspiracy theory. https://t.co/7mpdy5OZa1",Fri Apr 17 12:27:14 +0000 2020,FALSE,en,"Washington, DC",1,1
VIRUS FICTION #Coronavirus conspiracy theories – from #5G to a lab in China https://t.co/maBkWqoFMT,Fri Apr 17 10:41:05 +0000 2020,FALSE,en,Internet,1,1
"People are not a stupid as you think they are, they are stupider. Corona virus and 5G conspiracy theories: https://t.co/HPA2fgVdfz",Fri Apr 17 07:27:59 +0000 2020,FALSE,en,"London, UK",1,2
"@TrinityResists @PressSec @realDonaldTrump Coronavirus is a fake disease. Real disease is 5G 60 GHz WiGig radiation, cell poisoning. The International Luciferian cabal plans to kill people with 5G weapons. https://t.co/zWAirVlwm0",Fri Apr 17 07:24:40 +0000 2020,FALSE,en,"New York, NY",0,2
Benefits of a hyper-intelligent Twitter feed.   Herd immunity to the 5G coronavirus conspiracy.,Thu Apr 02 17:51:29 +0000 2020,FALSE,en,"California, USA",1,2
3GPP delays #5G standard updates due to COVID-19 https://t.co/bCLIMj2gB1,Thu Apr 02 19:33:00 +0000 2020,FALSE,en,The Netherlands,2,1
"Coronavirus Pandemic Has Delayed 5G Rollout in the UK and ... Gizmodo UK-1/04/2020 If you cast your mind back to pre-pandemic times, you'll remember that Huawei is still involved in the UK and Europe's 5G network, despite the ..Sealed no to 5 g it has to go arrest those in mass g",Thu Apr 02 20:41:29 +0000 2020,FALSE,en,Aotearoa Land o te first light,2,1
5G caused bats to mutate coronavirus into COVID-19.,Thu Apr 02 01:11:04 +0000 2020,FALSE,en,,0,2
5G Rollout Delayed Across Europe Due To COVID-19 Pandemic https://t.co/Joxv3IO37E,Thu Apr 02 13:26:45 +0000 2020,FALSE,en,,2,1
Anonymous Industry insider claims coronavirus caused by rollout of 5G wireless technology. https://t.co/ctkVq5lnkX https://t.co/cDVnNCeSU2,Thu Apr 02 00:04:17 +0000 2020,FALSE,en,America the Beautiful,0,2
PLEASE SHARE!!  Unnamed 5G Whistleblower Claims That People Are Being Infected With Coronavirus Via Covid-19 Tests https://t.co/55YTixVtWU,Thu Apr 02 22:55:10 +0000 2020,FALSE,en,"Dallas, TX",0,1
#COVID-19 to delay enterprise #5G adoption https://t.co/cssgHImQJL via @networkworld,Thu Apr 02 16:40:22 +0000 2020,FALSE,en,Abu Dhabi,2,1
Coronavirus Pandemic Has Delayed 5G Rollout in the UK and Europe https://t.co/aoegMcnqe1,Thu Apr 02 08:24:11 +0000 2020,FALSE,en,England,2,1
"#Huawei’s maintenance staff were designated as essential workers in the UK... they could continue to do repairs - but also contribute to the rollout of new 5G base stations."" BBC News - Coronavirus: 5G ‘certainly delayed’ in Europe and UK https://t.co/ickqkQ2gDt",Thu Apr 02 17:53:42 +0000 2020,FALSE,en,Earth,2,1
If you think 5g caused coronavirus  Your a fucking crackheed,Thu Apr 02 01:01:07 +0000 2020,FALSE,en,"Edinburgh, Scotland",1,2
Imagine falling in love with someone to find out they believe 5G caused coronavirus,Thu Apr 02 20:58:29 +0000 2020,FALSE,en,"London, England",0,1
"https://t.co/xLgb8M4wZo ""The rollout of 5G across the UK and Europe will “certainly be delayed” by the COVID-19 outbreak, Huawei has said."" Quote from Forbes.",Thu Apr 02 14:35:25 +0000 2020,FALSE,en,Scotland,2,2
Great article to read on this international #checkthefacts day: Coronavirus has conspiracy theorists and anti-5G campaigners working overtime #covid19 #5G https://t.co/XBU01qGOcD,Thu Apr 02 20:35:22 +0000 2020,FALSE,en,"Brussels, Belgium",1,2
5g isn't the cause of coronavirus please.,Thu Apr 02 04:12:50 +0000 2020,FALSE,en,"Brooklyn, NY",1,2
"According to Huawei, the 5G rollout in Europe will be delayed by the coronavirus outbreak, but delays will not be as significant in the UK. The company is prioritizing the reliability of the existing network, @BBC reports: https://t.co/PrH1D83Rrz.",Thu Apr 02 14:00:00 +0000 2020,FALSE,en,"Washington, DC",2,1
"@mitchellvii Media outlets were warned not to ""promote 5G conspiracy"" asif theis Corona virus is a real thing.....yes it's a virus, but the flu has infected and killed more people....does the mainstream media have anymore credibility left?  No!  https://t.co/8EvPErof32",Thu Apr 02 23:46:52 +0000 2020,FALSE,en,,1,2
Lots of conspiracy theories going around regarding 5G  and covid-19  ! Somebody out there tho knows more than they are letting on  We need answers NOW  Seems to be cover ups all over the place!?,Thu Apr 02 13:52:10 +0000 2020,FALSE,en,Poetryinmotion,1,2
"@tiny_spice 5G makes Coronavirus deadly, if you’re not near 5G it’s just a bad cold.",Thu Apr 02 13:59:29 +0000 2020,FALSE,en,🎪a clown house that is London,0,1
@SABCNewsOnline There is a crazy conspiracy doing the rounds claiming 5G technogy will be used to spread corona virus.  Please help kill this fake news,Thu Apr 02 10:41:04 +0000 2020,FALSE,en,Behind you,1,2
"Whilst all the news about Covid-19 rages on, I'm seeing some worrying videos about 5G masts going up and birds dying. #ConspiracyTheory",Thu Apr 02 06:24:38 +0000 2020,FALSE,en,London,1,2
EXCLUSIVE: John Salley Defends Keri Hilson's 5G Conspiracy Theory about Coronavirus (@thejohnsalley) https://t.co/6TU83dKXEO,Thu Apr 02 17:00:02 +0000 2020,FALSE,en,New York,1,1
"@angie_rasmussen @RJ_Lyon @RobertKennedyJr It is. I'm not a fan of big tech and corporate surveillance, but even hinting at a connection between the novel coronavirus and 5G, Bill Gates, and pandemic preparedness exercises plays into very dangerous fringe conspiracy theories.",Thu Apr 02 18:34:41 +0000 2020,FALSE,en,"St Paul, MN",1,2
Who ever started the conspiracy that the 5g towers are related to covid 19 needs shootin,Thu Apr 02 12:13:10 +0000 2020,FALSE,en,United Kingdom,1,1
Your WCW believes Covid-19 is a 5G government conspiracy.,Thu Apr 02 17:45:01 +0000 2020,FALSE,en,"Newcastle, UK",1,2
"Went and had a look at Facebook. Yup, still full of arseholes sharing conspiracy nonsense about 5G &amp; Coronavirus.  Made me.angry.  Log of Facebook for another few months.",Thu Apr 02 20:01:16 +0000 2020,FALSE,en,"Middlesbrough, England",1,1
"@wearenotbrother Believe it or not 5G has literally nothing to do with Coronavirus, so stop virtue signalling",Thu Apr 02 15:32:22 +0000 2020,FALSE,en,,1,2
@sfrantzman There is a crazy tin foil hat conspiracy theory that 5g causes coronavirus.,Thu Apr 02 07:48:55 +0000 2020,FALSE,en,Israel,1,2
"The rollout of #5G mobile networks in Europe will “certainly be delayed” by the coronavirus outbreak, Huawei says.  The first priority was to ensure the existing network was reliable, as people were using it to work, entertain and learn from home... https://t.co/9r2AvqGJR5",Thu Apr 02 13:03:29 +0000 2020,FALSE,en,United Kingdom,2,2
"In #ffs news...  ""Baseless suggestions that #coronavirus is linked to #5G have spread widely in recent weeks on WhatsApp, Facebook groups, and on the fast-growing community website NextDoor"" 🙄 https://t.co/9DbyF8W16i #covid19UK #ConspiracyTheories #FakeNews",Thu Apr 02 19:42:32 +0000 2020,FALSE,en,Oxford,1,1
"Good morning to everyone except the 5G conspiracy theorists.  And to be clear, 5G towers are not detrimental to your health and 5G has Nothing to do with the Coronavirus.    The government isn't into mind control.  That's just silly! #TheDateDoctor",Thu Apr 02 11:43:22 +0000 2020,FALSE,en,United States,1,1
5G masts have caused Corona virus.  I’ve seen it all now.,Thu Apr 02 16:32:17 +0000 2020,FALSE,en,"Llanelli, Wales",0,2
"@ZeinaMansour1 Update: With the onset of the Coronavirus pandemic, a number of viral social media conspiracy theories have speculated that 5G is the cause of the world’s current problems. Simply put, these claims are factually false. 5G does not cause Coronavirus.",Thu Apr 02 17:14:12 +0000 2020,FALSE,en,الخبر ,1,2
For me to believe that COVID 19 came from 5g towers is bull I swear when they was putting up 4g towers y’all was saying the same thing y’all looking with y’all eyes wide shut,Thu Apr 02 14:31:40 +0000 2020,FALSE,en,"Visalia, CA",1,2
"I know I complain about Twitter sometimes, but so far I haven't seen any conspiracy theories linking COVID-19 to 5G. My Facebook feed is full of it. Twitter is winning! https://t.co/XE5N6VPDxU",Thu Apr 02 18:22:52 +0000 2020,FALSE,en,"Mainly Barcelona, with regular trips to Madrid",1,1
@subtlerose_xo Coz people are mad... coronavirus doesn’t equal 5G. If that was the case how could they test for it. The conspiracy theorists need to rest for a bit,Thu Apr 02 12:27:43 +0000 2020,FALSE,en,"London, England",1,2
How many of you actually believe coronavirus is related to 5G reducing immunity?  #5GCoronavirus #ConspiracyTheories,Thu Apr 02 19:56:01 +0000 2020,FALSE,en,,1,2
Yes conspiracy theories can be bullshit but to write them off as bullshit every single time is just proof of how sheep like people can be. Maybe research the theories to decide if they are BS before writing them off as such from the jump. #5G #Coronavirus,Thu Apr 02 17:00:04 +0000 2020,FALSE,en,My World,1,2
The 5G / coronavirus conspiracy theory acted out against a polite chap just trying to put bread on the table. 'You're going to kill your mum' is a loony angle. https://t.co/9ngo1KxyaC,Thu Apr 02 14:28:33 +0000 2020,FALSE,en,Frequently changing,1,2
"Not a conspiracy person, never really have been. I base most of my theories on the law of averages. #5g has nothing to with #coronavirus. Endemics have been happening for centuries.",Thu Apr 02 15:45:10 +0000 2020,FALSE,en,Edinburgh/Alexandria ,1,1
"@StephanieYeboah She's a conspiracy theorist, David Icke has been spreading the lies that 5g is what giving everyone Corona virus.",Thu Apr 02 15:36:30 +0000 2020,FALSE,en,,1,1
@voiceofriesen My roommate was telling me about this last week. It’s some batshit crazy Facebook conspiracy theory that 5G towers give off radiation (I think) and that the symptoms are the same as COVID-19 and the hospitals just don’t know the difference,Thu Apr 02 18:53:04 +0000 2020,FALSE,en,,1,2
I don't know who's worse Trump or these 5G Coronavirus Conspiracy Theorists 🤷‍♂️🤦‍♂️,Thu Apr 02 00:08:40 +0000 2020,FALSE,en,Planet Earth,1,2
Coronavirus is scapegoat for the actual Bio weapon 5G,Thu Apr 02 05:46:09 +0000 2020,FALSE,en,"California, USA",0,2
When people are spreading false conspiracy theories about coronavirus but it might help turn public sentiment against 5G https://t.co/mAEBDSLRwa,Thu Apr 02 03:30:30 +0000 2020,FALSE,en,Austin,1,2
Coronavirus: Standardisation delays threaten long-term enterprise 5G https://t.co/b20uAuSyiF,Thu Apr 02 11:40:03 +0000 2020,FALSE,en,,2,1
Ex Dancing On Ice judge Jason Gardiner slammed for sharing 5G coronavirus conspiracy theory https://t.co/DP2WWUvLIL WHO IS DOING THE CONDEMNING ❗️❓😬,Thu Apr 02 12:25:52 +0000 2020,FALSE,en,didsbury/hollingworth lake ,1,1
For all you conspiracy theorists:  5G is radio-frequency radiation with millimetre wavelengths. Radiation in that region of the EM spectrum is what is classed as ‘non-ionising’ - it is too low in energy to induce mutations/cancer and definitely cannot cause COVID-19.,Thu Apr 02 12:03:51 +0000 2020,FALSE,en,"Liverpool, England",1,2
"Been listening to old conspiracy theorists before bed during quarantine to drive myself further into psychosis. What I’ve learned so far is that the coronavirus is actually 5G fucking with us, obviously because it’s reptilian technology.",Thu Apr 02 05:42:51 +0000 2020,FALSE,en,,1,1
Solluminati was right Corona virus isn’t killing everyone it’s the 5g radiation from these Cell towers 😳,Thu Apr 02 01:29:15 +0000 2020,FALSE,en,𝙎𝙪𝙗𝙨𝙘𝙧𝙞𝙗𝙚,0,2
"Who would of thought that a virus could be a trojan horse for technology. Truth is stranger than fiction ""Huawei said continuing the 5G rollout was the best way to ensure connectivity during the crisis"" Coronavirus: 5G ‘certainly delayed’ in Europe and UK https://t.co/UgQjvGWRCb",Thu Apr 02 21:04:17 +0000 2020,FALSE,en,Amsterdam,2,2
Cant lie these 5g=coronavirus conspiracy theory crackheads are beginning to piss me off now. Pinnacle of ignorance and stupidity.,Thu Apr 02 08:12:10 +0000 2020,FALSE,en,,1,1
"Family member sent messages on the group chat today linking to conspiracy theories that coronavirus is caused to 5G. Even being indoors all day, I don't have enough time for that",Thu Apr 02 20:30:23 +0000 2020,FALSE,en,London,1,1
So we can all agree that all of our African moms are in the same WhatsApp group chat talking about 5G and Coronavirus conspiracy theories??!,Thu Apr 02 03:12:36 +0000 2020,FALSE,en,"Atlanta, GA",1,1
I just found out there's a whole group of conspiracy theorists that believe covid-19 is fake and this is all about installing 5G. 🤦‍♂️🤦‍♂️🤦‍♂️,Thu Apr 02 02:00:15 +0000 2020,FALSE,en,"Fenton, MO",1,1
@na212_ People thinking that the coronavirus is caused by new 5G network towers as a government conspiracy to control us.,Thu Apr 02 18:08:27 +0000 2020,FALSE,en,2301-∞ 🌹,1,2
"The tinfoil hat brigade have always been nutters, but to claim that 5G caused the COVID-19 outbreak is pushing the bounds of reality way over the edge (out to sea and over the ice wall that separates the flat earth from eternity) https://t.co/18dLyOGVef",Thu Apr 02 08:27:36 +0000 2020,FALSE,en,"〓〓 Liskerrys, Kernow",1,2
"Listen we’ve had weeks of coronavirus madness, we are NOT about to drive ourselves to insanity with these 5G theories. If anyone needs me I’ll be playing COD Warzone and FIFA 20 for the next foreseeable future. PSN: Sanasiino",Thu Apr 02 18:46:59 +0000 2020,FALSE,en,London,2,2
"A Facebook post that has made several claims about the relationship between 5G, vaccines and the ongoing coronavirus pandemic has been shared thousands of times.  The main claim of the post, that the new coronavirus is not a virus but just a story used to cover up the",Thu Apr 02 08:47:52 +0000 2020,FALSE,en,"Kokstad, South Africa",0,2
What is the 5G/Coronavirus conspiracy all about? Gies the ins and oots,Thu Apr 02 20:47:18 +0000 2020,FALSE,en,"Scotland, United Kingdom",2,1
The new talk around here is 5g network cause covid 19”,Thu Apr 02 13:11:59 +0000 2020,FALSE,en,,0,2
COVID-19 to delay enterprise #5G adoption - Network World https://t.co/9RcNpcjJjo,Thu Apr 02 00:21:34 +0000 2020,FALSE,en,"Toronto, Ontario",2,1
"According to Huawei, 5G rollout in Europe will be delayed by the coronavirus outbreak, but delays will not be as significant in the UK. The company is prioritizing the reliability of the existing network, @BBC reports: https://t.co/PrH1D7MgA1.",Thu Apr 02 02:00:00 +0000 2020,FALSE,en,"Washington, DC",2,1
